Shipment_ID,Date,Country,Port_of_Loading,Commodity,Quantity_Tons,Export_Value_USD,Shipping_Cost_USD,Transport_Mode,Delivery_Days,Trade_Term_INCOTERM,Container_Type,Carrier
SHP1192,2014-09-21,Brazil,Cochin,Pharma,109.8482867422446,17788.234371033344,15982.120769942576,Sea,23.0,CIF,Open Top,MSC
SHP1193,2022-09-24,UK,Kolkata,Automobiles,5.918922976837026,167730.38186836947,13697.177837509656,Road,3.0,CIF,Open Top,CMA CGM
SHP1194,2006-09-28,South Africa,Kolkata,Food Products,19.11593266154052,17622.562239257808,,Sea,7.0,CIF,Reefer,FedEx
SHP1195,2013-04-11,USA,Cochin,Electronics,61.621801434774,20088.06534255445,2387.5796373071694,Road,24.0,CIF,Open Top,Maersk
SHP1196,2023-11-29,China,Cochin,Pharma,177.0358407990492,86626.84100505443,,Sea,9.0,CIF,Open Top,Maersk
SHP1197,2009-12-20,Brazil,Kolkata,Machinery,33.66791620545682,,13970.98783310746,Air,15.0,DAP,LCL,CMA CGM
SHP1198,2013-03-27,UAE,Chennai,Pharma,143.62439443980563,182906.5802936584,11586.21886456409,Sea,25.0,CIF,LCL,MSC
SHP1199,2009-09-04,China,Kolkata,Textiles,194.80648039969603,95116.21938012088,,Sea,23.0,CIF,Open Top,Hapag-Lloyd
SHP1200,2011-10-28,USA,Nhava Sheva,Automobiles,,114691.89416960516,12146.230313172717,Sea,8.0,EXW,Reefer,FedEx
SHP1201,2016-02-12,South Africa,Kolkata,Automobiles,52.37434552897357,185765.0057166613,820.1713473987637,Air,22.0,EXW,Reefer,MSC
SHP1202,2007-02-05,South Africa,Chennai,Chemicals,182.1312257805509,106992.11867639302,2553.0148610003966,Road,14.0,CIF,Open Top,DHL
SHP1203,2013-05-19,UAE,Nhava Sheva,Automobiles,,72011.04689954907,6375.424966127605,Road,42.0,DAP,Reefer,Hapag-Lloyd
SHP1204,2016-12-09,Brazil,Mumbai,Automobiles,96.28767866479348,159836.7109515347,,Air,11.0,CIF,Reefer,FedEx
SHP1205,2018-12-20,Germany,Mumbai,Automobiles,178.07067200665068,89684.33910009172,2587.177017275607,Sea,,CIF,LCL,DHL
SHP1206,2006-03-13,Brazil,Chennai,Automobiles,130.0468133050896,65056.94626925647,2574.8156403792086,Sea,13.0,CIF,Reefer,CMA CGM
SHP1207,2008-10-04,South Africa,Kolkata,Electronics,85.66069012190127,145199.43280389585,14572.694479555985,Sea,34.0,DDP,FCL,DHL
SHP1208,2021-02-08,UK,Cochin,Machinery,62.09850901374792,160717.92396938254,11480.444249363016,Road,,DAP,LCL,CMA CGM
SHP1209,2008-10-25,USA,Chennai,Chemicals,78.14438403707824,158759.80118168573,10768.091219397767,Road,,FOB,FCL,DHL
SHP1210,2006-09-28,UAE,Nhava Sheva,Automobiles,104.2436472968108,195579.5339974841,9158.20300332749,Air,17.0,CIF,Open Top,Hapag-Lloyd
SHP1211,2010-06-08,USA,Nhava Sheva,Chemicals,67.21356632519743,157760.05587724262,19535.553505622363,Air,43.0,FOB,Reefer,DHL
SHP1212,2017-09-06,Japan,Mumbai,Machinery,193.94873310604845,154446.82031783988,1186.04560130866,Road,,DAP,FCL,MSC
SHP1213,2018-07-12,Japan,Nhava Sheva,Food Products,186.9501423478983,171782.0802397716,3776.4180879992327,Sea,,CIF,Reefer,CMA CGM
SHP1214,2007-01-10,Brazil,Chennai,Automobiles,174.78093630179254,2036.668668497676,13020.6535965445,Sea,27.0,FOB,FCL,Maersk
SHP1215,2012-05-19,South Africa,Nhava Sheva,Chemicals,87.25681792691742,73761.41941517859,2900.0399462545784,Sea,,FOB,LCL,DHL
SHP1216,2006-02-16,South Africa,Chennai,Pharma,,,11869.74257258164,Sea,21.0,DAP,Open Top,CMA CGM
SHP1217,2007-09-05,Germany,Cochin,Chemicals,,120744.36419983492,11441.672264525385,Air,43.0,CIF,FCL,Maersk
SHP1218,2010-11-08,Germany,Mumbai,Automobiles,170.83375009739098,37159.2565210603,19425.90263606491,Air,33.0,DDP,LCL,CMA CGM
SHP1219,2021-07-15,Germany,Nhava Sheva,Textiles,85.7937677339405,62139.15163953198,17691.052443570643,Road,19.0,DAP,Open Top,CMA CGM
SHP1220,2006-11-02,UK,Chennai,Electronics,26.91527961784084,68684.93699425715,18921.95620659556,Air,25.0,DDP,FCL,Maersk
SHP1221,2024-08-11,China,Kolkata,Pharma,,114429.96601211856,2449.326915584797,Sea,3.0,CIF,FCL,Maersk
SHP1222,2008-10-26,Australia,Mumbai,Pharma,117.52748881901202,166656.46269533312,17389.339057632937,Road,12.0,FOB,LCL,Hapag-Lloyd
SHP1223,2007-02-23,China,Cochin,Textiles,130.31244736613166,186633.3723959806,2755.995102220458,Air,,DAP,Open Top,FedEx
SHP1224,2011-08-08,USA,Chennai,Automobiles,170.7193078964197,150518.29774502054,12732.057135170982,Air,44.0,DAP,Open Top,DHL
SHP1225,2015-03-29,China,Cochin,Electronics,62.040428966501054,168904.17725500834,,Air,28.0,DAP,LCL,DHL
SHP1226,2013-07-19,UK,Cochin,Pharma,37.65674565725829,95078.99977340018,3384.89926335586,Air,36.0,EXW,Reefer,CMA CGM
SHP1227,2022-01-02,USA,Nhava Sheva,Electronics,78.9061374697489,79175.5132852129,12726.655643404883,Air,21.0,CIF,LCL,MSC
SHP1228,2012-05-14,China,Nhava Sheva,Pharma,73.94714910829363,79756.28936455496,1238.7177596574825,Sea,,EXW,Open Top,MSC
SHP1229,2009-02-19,UK,Chennai,Automobiles,30.83144603348168,123975.6286113115,6006.668497708038,Sea,10.0,DAP,LCL,FedEx
SHP1230,2016-02-24,Australia,Kolkata,Food Products,136.09511724006467,26598.867700050185,18438.93817989551,Sea,3.0,DAP,Reefer,CMA CGM
SHP1231,2024-10-28,China,Chennai,Pharma,104.19492844222832,116739.84819247172,3600.27702545701,Air,27.0,DDP,LCL,Hapag-Lloyd
SHP1232,2015-01-27,UK,Kolkata,Food Products,145.61893744237943,133696.30631637765,1492.3458505164845,Road,26.0,EXW,LCL,Maersk
SHP1233,2006-10-05,Germany,Cochin,Pharma,73.77476843309826,88903.93056083529,8984.828353178096,Sea,22.0,FOB,FCL,CMA CGM
SHP1234,2014-12-05,South Africa,Mumbai,Machinery,68.51193125765195,190727.10100069112,17042.240528839975,Sea,32.0,CIF,Reefer,DHL
SHP1235,2006-10-02,Germany,Chennai,Automobiles,,122426.2279311559,1718.1131629721413,Air,7.0,FOB,Open Top,MSC
SHP1236,2009-03-10,South Africa,Chennai,Textiles,176.09443235205367,45559.89550285179,7239.600231562089,Road,,FOB,Reefer,MSC
SHP1237,2007-09-27,UAE,Kolkata,Food Products,12.854854813126169,96884.8189718362,18015.54172427466,Sea,34.0,CIF,Open Top,MSC
SHP1238,2017-03-05,UAE,Cochin,Textiles,161.94239937281205,135730.0785527882,,Sea,19.0,DAP,Open Top,Hapag-Lloyd
SHP1239,2017-06-25,UAE,Cochin,Automobiles,76.95258446826251,66078.56666693484,6351.236417056543,Road,44.0,DDP,FCL,DHL
SHP1240,2007-09-24,Australia,Kolkata,Chemicals,171.65071002875314,17769.03804522659,15612.728108406936,Air,7.0,DAP,Reefer,Hapag-Lloyd
SHP1241,2011-02-12,Germany,Cochin,Textiles,161.429586722992,117520.25567275524,10955.577545348326,Road,13.0,DAP,FCL,Maersk
SHP1242,2011-03-08,South Africa,Nhava Sheva,Automobiles,73.00844324223723,189678.29338669663,16680.196184544944,Air,40.0,EXW,LCL,CMA CGM
SHP1243,2016-01-24,UK,Mumbai,Textiles,140.30592438771512,98044.2531415084,2409.5887823662083,Sea,6.0,FOB,Reefer,CMA CGM
SHP1244,2012-08-20,USA,Chennai,Food Products,36.12838757082083,181409.5979681135,18426.97259331851,Road,41.0,FOB,LCL,MSC
SHP1245,2014-06-27,UK,Mumbai,Machinery,179.77490267193866,167334.67049759542,18711.253531401133,Road,21.0,FOB,Reefer,MSC
SHP1246,2014-11-18,USA,Chennai,Textiles,83.87575756812234,31187.731159528703,3275.197798904785,Sea,41.0,DDP,Open Top,Maersk
SHP1247,2016-02-07,Japan,Nhava Sheva,Food Products,93.84699499426404,142217.644523443,870.7341952536509,Sea,25.0,DDP,LCL,Hapag-Lloyd
SHP1248,2023-06-01,UK,Cochin,Pharma,142.62301495221206,88222.17396425174,19798.85936272026,Air,19.0,DDP,Reefer,FedEx
SHP1249,2009-01-30,China,Kolkata,Automobiles,165.06384615744594,51548.77240206151,9748.581527588003,Sea,15.0,CIF,Reefer,FedEx
SHP1250,2011-06-12,China,Nhava Sheva,Electronics,51.08683494900088,138013.7944220072,11527.09299990154,Sea,29.0,DDP,LCL,FedEx
SHP1251,2006-05-20,Brazil,Mumbai,Chemicals,133.9632772760141,149046.82229397143,12394.91372659821,Road,3.0,EXW,FCL,DHL
SHP1252,2012-09-26,Germany,Kolkata,Electronics,,37619.47110949808,15835.435563053954,Air,4.0,EXW,Reefer,Maersk
SHP1253,2019-02-24,USA,Cochin,Automobiles,76.89707018077246,183060.04704712928,16277.361787109174,Sea,20.0,DAP,FCL,CMA CGM
SHP1254,2021-01-19,USA,Nhava Sheva,Machinery,139.55503566842768,150727.15430238532,,Road,38.0,DAP,FCL,CMA CGM
SHP1255,2021-09-03,Germany,Kolkata,Textiles,80.50073846040719,186808.3488301098,4885.407464543826,Sea,35.0,DAP,FCL,Hapag-Lloyd
SHP1256,2008-08-15,Australia,Nhava Sheva,Machinery,72.49115753205949,64780.497315210814,17561.293973138167,Sea,38.0,DAP,FCL,Maersk
SHP1257,2019-03-15,Brazil,Nhava Sheva,Electronics,167.99823958461727,,16426.44857406161,Sea,4.0,EXW,FCL,DHL
SHP1258,2012-11-24,Australia,Cochin,Chemicals,24.74884414704624,74966.49625199942,12428.863754768316,Sea,6.0,DAP,Open Top,Maersk
SHP1259,2018-02-02,Australia,Chennai,Food Products,136.79906145189108,12686.012762623564,19895.043350672026,Air,18.0,EXW,FCL,Maersk
SHP1260,2020-12-08,Australia,Kolkata,Chemicals,53.5014517891718,153067.93896438662,14756.642082316208,Road,6.0,DDP,Open Top,Hapag-Lloyd
SHP1261,2007-08-14,Germany,Cochin,Automobiles,8.02215715610711,141294.61252949148,4473.568008978928,Road,11.0,DDP,Reefer,DHL
SHP1262,2021-05-23,Australia,Nhava Sheva,Automobiles,37.51903243017495,120386.37646813982,16963.55247378703,Sea,23.0,CIF,Open Top,FedEx
SHP1263,2015-03-03,China,Cochin,Machinery,123.2989983062942,98998.96138806644,8411.706200128772,Road,25.0,DAP,Open Top,CMA CGM
SHP1264,2018-07-04,UAE,Chennai,Food Products,,8368.723523881015,915.8226787175258,Sea,4.0,DDP,FCL,MSC
SHP1265,2023-03-17,Japan,Kolkata,Machinery,9.10626779348241,125670.25580099056,6564.141300671078,Road,5.0,DDP,Reefer,FedEx
SHP1266,2020-06-23,USA,Chennai,Textiles,12.10296144383543,,15318.314434375829,Air,25.0,FOB,Reefer,DHL
SHP1267,2022-07-27,USA,Mumbai,Pharma,,112921.4617427071,19212.082902292168,Air,28.0,FOB,Reefer,CMA CGM
SHP1268,2018-05-19,Japan,Kolkata,Food Products,19.294634532175365,87005.62570959199,5667.501042803238,Road,9.0,EXW,LCL,FedEx
SHP1269,2014-04-26,Germany,Chennai,Pharma,179.36552093023138,193279.1142875094,5081.023223312358,Sea,38.0,CIF,Open Top,Hapag-Lloyd
SHP1270,2012-03-12,UK,Nhava Sheva,Chemicals,49.49235318142663,,11359.608394846342,Sea,35.0,FOB,FCL,DHL
SHP1271,2014-05-27,Germany,Kolkata,Textiles,,150348.7934592885,16271.341213316447,Sea,38.0,CIF,LCL,DHL
SHP1272,2015-12-23,USA,Kolkata,Pharma,65.39798354447235,187396.69559927448,14981.208506786745,Sea,6.0,DDP,FCL,CMA CGM
SHP1273,2011-10-30,USA,Cochin,Electronics,172.45664499379086,119136.66593751444,11287.186270743769,Air,25.0,EXW,LCL,CMA CGM
SHP1274,2021-03-29,Japan,Nhava Sheva,Chemicals,141.5886987577498,4388.378528835349,12701.515695966677,Sea,27.0,CIF,Reefer,Maersk
SHP1275,2011-04-14,Australia,Mumbai,Pharma,83.35362442733056,,4993.559355061611,Sea,43.0,FOB,LCL,Maersk
SHP1276,2017-03-16,Germany,Chennai,Textiles,19.878978563945516,141063.00995216865,8764.970447066342,Sea,28.0,DDP,Reefer,DHL
SHP1277,2018-05-09,South Africa,Cochin,Pharma,147.87653585480737,57258.85695795413,5256.239405101938,Sea,30.0,DAP,LCL,MSC
SHP1278,2011-05-25,Japan,Chennai,Automobiles,125.2925274132104,116717.18601489384,17711.475901923826,Air,30.0,DDP,FCL,Hapag-Lloyd
SHP1279,2022-06-01,China,Mumbai,Machinery,5.567784977588804,42050.88185595245,2428.579245837212,Road,23.0,FOB,FCL,CMA CGM
SHP1280,2022-01-10,USA,Mumbai,Electronics,6.836871914626839,55509.2772622194,13658.863045556142,Road,12.0,FOB,LCL,Maersk
SHP1281,2013-08-14,Japan,Kolkata,Automobiles,162.7146297725753,,5353.607303867465,Sea,29.0,DAP,Open Top,Hapag-Lloyd
SHP1282,2012-10-25,Germany,Mumbai,Automobiles,55.5829490663615,195162.75374450424,9616.432712425634,Sea,17.0,DDP,Open Top,FedEx
SHP1283,2015-10-04,USA,Chennai,Textiles,129.0460652069728,124021.55686341992,6128.373048883329,Road,19.0,CIF,LCL,FedEx
SHP1284,2024-10-19,UK,Nhava Sheva,Machinery,93.57181185422326,187357.3246935786,6600.25727777754,Air,41.0,CIF,Open Top,DHL
SHP1285,2024-11-03,Japan,Nhava Sheva,Machinery,173.36885283174462,191957.2111686156,5355.781669498235,Air,37.0,DDP,FCL,CMA CGM
SHP1286,2024-03-23,Brazil,Kolkata,Food Products,183.80741705498528,43205.77929126047,15105.299839669684,Air,7.0,CIF,Open Top,FedEx
SHP1287,2012-06-02,USA,Chennai,Chemicals,199.37750397237653,63616.333288851005,7441.173972145132,Air,18.0,DDP,LCL,CMA CGM
SHP1288,2022-12-26,Germany,Chennai,Electronics,,154458.4716813034,14581.868950738835,Air,,DDP,Open Top,Maersk
SHP1289,2008-11-02,UAE,Mumbai,Chemicals,173.2779890627177,173619.27245368608,9230.184616059452,Air,41.0,FOB,LCL,FedEx
SHP1290,2010-02-16,South Africa,Chennai,Textiles,56.87416846211634,,11035.471633585688,Air,11.0,EXW,FCL,MSC
SHP1291,2012-12-31,Australia,Cochin,Electronics,120.209095604624,198658.76132154875,10957.092019127049,Air,35.0,FOB,Reefer,FedEx
SHP1292,2023-07-25,Germany,Mumbai,Food Products,103.62570260449613,4291.295353543514,19521.87117100306,Air,37.0,CIF,FCL,CMA CGM
SHP1293,2018-03-04,China,Cochin,Pharma,8.507685656615593,61319.3458058727,7467.836623076833,Sea,,EXW,FCL,MSC
SHP1294,2013-01-09,China,Kolkata,Automobiles,186.89039958168848,,4312.145088872432,Air,26.0,DDP,LCL,Hapag-Lloyd
SHP1295,2008-11-27,UAE,Nhava Sheva,Electronics,20.2737757540976,94919.4023656216,18253.48041925872,Sea,26.0,CIF,FCL,FedEx
SHP1296,2022-06-10,Australia,Kolkata,Chemicals,139.2026892845085,25087.387352902548,,Road,,DAP,FCL,CMA CGM
SHP1297,2006-07-17,Brazil,Nhava Sheva,Automobiles,158.0763330606111,74821.84292515159,16721.572347718025,Sea,21.0,CIF,Open Top,FedEx
SHP1298,2017-08-24,UAE,Kolkata,Textiles,160.08113056429843,7038.534372417733,3174.2549302451307,Road,41.0,EXW,LCL,FedEx
SHP1299,2020-03-27,UAE,Chennai,Chemicals,31.42143119112473,129263.71712290532,13242.741817702645,Sea,,EXW,Open Top,CMA CGM
SHP1300,2024-12-09,USA,Cochin,Pharma,92.27614034905456,178763.02351327834,3180.7081026378137,Road,33.0,DDP,LCL,MSC
SHP1301,2010-04-04,China,Nhava Sheva,Textiles,166.73862973462607,177205.07650912486,18477.0992209407,Sea,40.0,DAP,Open Top,Maersk
SHP1302,2006-11-13,USA,Mumbai,Pharma,64.02244602385716,140509.80580557822,,Sea,,DDP,Open Top,FedEx
SHP1303,2009-07-26,South Africa,Cochin,Pharma,96.2109916980594,94222.49870858966,6719.622014973734,Road,29.0,DAP,Reefer,DHL
SHP1304,2016-05-21,Australia,Mumbai,Automobiles,58.19480907646992,103382.26050091496,2978.390944279179,Air,34.0,DAP,FCL,Hapag-Lloyd
SHP1305,2010-06-14,Brazil,Cochin,Textiles,95.3925264876382,29109.92715114125,7549.60627569068,Air,13.0,DDP,Open Top,CMA CGM
SHP1306,2010-01-22,Brazil,Cochin,Textiles,178.12839490561163,69521.3844376022,,Air,7.0,CIF,Reefer,FedEx
SHP1307,2022-12-21,Germany,Kolkata,Electronics,93.74922505139004,39170.15894865818,7822.027501785234,Air,35.0,FOB,Open Top,Maersk
SHP1308,2019-05-15,UAE,Nhava Sheva,Chemicals,113.40284332949248,164597.64026329102,,Air,21.0,DAP,Open Top,CMA CGM
SHP1309,2017-12-21,South Africa,Nhava Sheva,Textiles,83.7753752441013,183121.272464916,,Sea,18.0,EXW,Reefer,FedEx
SHP1310,2022-05-23,China,Cochin,Electronics,94.72285072464848,108310.80576118318,8472.872686174967,Air,37.0,DDP,Reefer,Hapag-Lloyd
SHP1311,2007-09-13,Brazil,Chennai,Machinery,7.958968814052231,146097.28002156294,3482.963473399788,Sea,13.0,CIF,Reefer,DHL
SHP1312,2016-07-17,South Africa,Chennai,Machinery,60.33037444228892,26050.02463961124,3248.9622074936447,Road,13.0,DAP,FCL,CMA CGM
SHP1313,2018-09-10,UK,Mumbai,Machinery,90.13343573965577,122489.8593688932,,Air,12.0,CIF,FCL,FedEx
SHP1314,2021-01-11,UK,Mumbai,Food Products,128.59041031858214,141152.6222328135,19498.50353122188,Air,36.0,DDP,Open Top,MSC
SHP1315,2014-07-29,USA,Kolkata,Textiles,92.76012645800895,91648.08964325736,,Air,7.0,EXW,FCL,Maersk
SHP1316,2011-06-12,China,Cochin,Food Products,70.87432344770498,50168.070725198326,15508.3422964635,Air,25.0,DAP,Reefer,DHL
SHP1317,2022-09-15,Germany,Mumbai,Chemicals,80.67925339211065,175720.1550671955,1934.612708519211,Sea,27.0,DAP,LCL,CMA CGM
SHP1318,2016-12-07,Brazil,Mumbai,Textiles,52.247199194090975,149095.92655083703,7755.203197233197,Sea,31.0,CIF,FCL,FedEx
SHP1319,2007-12-30,UAE,Cochin,Electronics,185.2763851409403,180171.7418061406,10232.425425603487,Sea,42.0,DDP,Reefer,DHL
SHP1320,2015-06-13,UAE,Kolkata,Food Products,106.73992902922836,164043.72420456904,,Road,15.0,FOB,Reefer,MSC
SHP1321,2015-09-16,Brazil,Mumbai,Food Products,7.614843505064007,198094.1370566148,10685.652646982158,Sea,,DAP,Reefer,CMA CGM
SHP1322,2024-08-09,Australia,Kolkata,Chemicals,8.79202039181159,,17675.76566774432,Air,36.0,EXW,Reefer,DHL
SHP1323,2020-01-19,Germany,Nhava Sheva,Food Products,194.7275188156481,19176.05802518687,18899.87165462887,Road,14.0,DAP,Open Top,CMA CGM
SHP1324,2010-07-13,South Africa,Kolkata,Pharma,48.18292381778278,68726.55268477718,2191.0276965863795,Road,26.0,DAP,Reefer,CMA CGM
SHP1325,2015-12-11,Australia,Chennai,Electronics,162.09361631879136,27542.826654605266,5582.549492887206,Air,42.0,FOB,Reefer,DHL
SHP1326,2016-12-15,Australia,Chennai,Machinery,16.363683804312025,105579.76235543242,19586.851566850957,Air,23.0,FOB,Open Top,CMA CGM
SHP1327,2016-07-11,USA,Kolkata,Electronics,184.62673365543708,127339.723270733,5554.284525964425,Air,31.0,DDP,FCL,MSC
SHP1328,2010-07-21,UK,Chennai,Pharma,175.5113157150023,116501.14580433394,13915.605552640132,Air,25.0,DAP,LCL,DHL
SHP1329,2006-07-02,Australia,Nhava Sheva,Chemicals,116.36316667473037,53329.54680727349,5218.38313863322,Sea,35.0,DAP,Open Top,FedEx
SHP1330,2012-02-26,Australia,Cochin,Chemicals,6.754738170234876,181947.15813182175,7256.038747756557,Road,10.0,CIF,Open Top,DHL
SHP1331,2009-06-13,Japan,Chennai,Textiles,55.273120434550826,6192.128019604934,3987.32396035857,Air,,CIF,FCL,MSC
SHP1332,2010-10-10,USA,Chennai,Electronics,84.33041624270066,70906.6440451716,17154.743835203473,Sea,15.0,EXW,FCL,MSC
SHP1333,2019-04-22,China,Kolkata,Chemicals,94.71250276577454,,17676.44552362618,Air,7.0,EXW,Reefer,MSC
SHP1334,2014-09-25,Japan,Nhava Sheva,Food Products,63.04735791966255,153851.92741713356,,Sea,43.0,CIF,FCL,FedEx
SHP1335,2019-08-12,Japan,Cochin,Chemicals,11.424834307878346,84391.47179750826,16507.078518578473,Air,12.0,EXW,LCL,FedEx
SHP1336,2023-11-01,Brazil,Kolkata,Chemicals,120.0748441556757,5348.143024760684,7293.184670732284,Air,16.0,DAP,Open Top,CMA CGM
SHP1337,2016-10-08,UK,Kolkata,Chemicals,107.2101602004774,,2160.5845733241345,Air,26.0,FOB,LCL,CMA CGM
SHP1338,2019-09-19,Australia,Nhava Sheva,Chemicals,60.18512390867016,14492.74687427671,15209.912666383054,Sea,13.0,DAP,Reefer,Hapag-Lloyd
SHP1339,2007-12-22,UK,Cochin,Machinery,12.405313676073272,,12009.635728197123,Air,5.0,CIF,LCL,CMA CGM
SHP1340,2015-05-15,Germany,Nhava Sheva,Machinery,198.94586650827836,130749.64248994562,5632.772384680858,Sea,31.0,DDP,Reefer,MSC
SHP1341,2009-09-23,Brazil,Cochin,Textiles,98.98730643114916,63872.68857628525,5209.394862134572,Sea,32.0,DDP,LCL,Hapag-Lloyd
SHP1342,2010-06-14,China,Nhava Sheva,Chemicals,152.42082714594503,70909.97023623408,,Road,39.0,CIF,Open Top,MSC
SHP1343,2012-01-23,UK,Kolkata,Electronics,93.20123683501042,1441049.2066386617,,Sea,9.0,DAP,LCL,Maersk
SHP1344,2011-10-23,UAE,Kolkata,Pharma,13.41820671827358,195758.52218215604,16234.00692160054,Sea,19.0,EXW,FCL,FedEx
SHP1345,2015-04-01,Germany,Mumbai,Textiles,65.37214529167251,,2734.750631104979,Sea,22.0,EXW,LCL,DHL
SHP1346,2013-07-02,USA,Chennai,Electronics,,84419.67787329487,15152.708030115558,Sea,13.0,DDP,Open Top,Maersk
SHP1347,2017-01-13,China,Nhava Sheva,Chemicals,168.47881628955813,,4447.896379825073,Sea,,CIF,Reefer,FedEx
SHP1348,2023-08-14,Germany,Mumbai,Automobiles,132.5748457099755,61913.24622749492,19552.301075523166,Road,26.0,CIF,LCL,FedEx
SHP1349,2023-04-25,Brazil,Chennai,Chemicals,58.7088312096972,55218.69703599762,1231.3659216527024,Air,4.0,FOB,LCL,MSC
SHP1350,2023-10-13,Japan,Nhava Sheva,Machinery,193.70929115852175,107384.66981407258,7172.341974492822,Road,29.0,DDP,FCL,CMA CGM
SHP1351,2017-03-19,Japan,Cochin,Pharma,67.70065731758493,122158.24194458385,8687.227247418561,Road,21.0,CIF,Reefer,DHL
SHP1352,2010-08-31,Brazil,Chennai,Food Products,199.65563503660047,98778.31886947388,16519.217648932638,Air,31.0,FOB,Reefer,CMA CGM
SHP1353,2021-08-22,South Africa,Kolkata,Pharma,199.2519201682013,82782.88372513416,15371.211796480113,Sea,39.0,EXW,Reefer,CMA CGM
SHP1354,2007-05-21,Japan,Mumbai,Food Products,42.28605096061465,43834.43743884768,7624.844469942474,Air,13.0,DDP,Open Top,DHL
SHP1355,2010-03-29,USA,Chennai,Pharma,65.98451765673803,97536.10709365844,11398.093810469209,Sea,21.0,DDP,Open Top,DHL
SHP1356,2014-07-15,USA,Chennai,Machinery,99.77861870450756,69538.33733288669,16744.784239433062,Air,30.0,CIF,FCL,Maersk
SHP1357,2022-10-28,UAE,Kolkata,Food Products,134.49963087383873,109235.9016340719,560.3519245908437,Road,41.0,CIF,LCL,MSC
SHP1358,2021-08-19,Australia,Nhava Sheva,Electronics,107.96925255574088,135687.50427130153,16083.126370584549,Sea,,DAP,Open Top,CMA CGM
SHP1359,2006-01-02,South Africa,Cochin,Food Products,,127395.8105384489,18948.541301772435,Road,28.0,EXW,Reefer,MSC
SHP1360,2013-11-01,China,Kolkata,Textiles,146.17788702595985,93573.06166030747,834.877525386589,Sea,24.0,EXW,LCL,MSC
SHP1361,2006-12-29,Japan,Cochin,Electronics,46.34874562968001,112098.38000743226,1102.5035441480154,Air,8.0,FOB,LCL,Hapag-Lloyd
SHP1362,2020-11-23,USA,Nhava Sheva,Textiles,25.494022291659476,58401.513930230416,,Air,13.0,FOB,LCL,Maersk
SHP1363,2007-05-21,Brazil,Chennai,Chemicals,139.23825168832457,,1937.837362599956,Air,16.0,DAP,FCL,CMA CGM
SHP1364,2006-06-08,Japan,Cochin,Pharma,35.89822583524878,125753.85192528462,9689.666389818987,Air,38.0,EXW,Open Top,FedEx
SHP1365,2011-08-03,Australia,Mumbai,Electronics,158.59698386547203,52008.574709262015,14628.471564777616,Air,42.0,FOB,Open Top,DHL
SHP1366,2020-03-17,Brazil,Mumbai,Pharma,65.6521501157657,134452.83459351835,11424.604853629991,Road,43.0,EXW,LCL,DHL
SHP1367,2022-03-22,Germany,Kolkata,Chemicals,68.74418629584326,149907.68292019796,145582.86752118764,Road,4.0,EXW,FCL,MSC
SHP1368,2022-07-04,Germany,Nhava Sheva,Automobiles,7.105686515954834,183353.69372854868,13165.263740601082,Sea,22.0,FOB,FCL,Maersk
SHP1369,2016-06-26,Japan,Kolkata,Pharma,141.69719708353293,191708.3135049634,13760.118687742532,Road,24.0,CIF,Open Top,Maersk
SHP1370,2011-01-31,Australia,Kolkata,Chemicals,27.08760184761373,4084.1571693208857,18662.42992256329,Sea,41.0,CIF,Open Top,CMA CGM
SHP1371,2014-02-07,South Africa,Kolkata,Pharma,,,3106.578568065571,Sea,6.0,FOB,FCL,CMA CGM
SHP1372,2017-02-11,Japan,Mumbai,Chemicals,100.91422527385532,137237.62706184387,13908.256065212525,Road,31.0,DAP,Reefer,MSC
SHP1373,2008-03-22,USA,Mumbai,Textiles,157.93456391614097,129417.78375408948,,Road,26.0,DDP,FCL,MSC
